title,author,rating,reviews,price,description,listening time,genre
the psychology of selling: the art of closing sales,brian tracy,4.5,474.0,1439.0,with brian tracy’s the psychology of selling you will learn how to program yourself for success.,5 hours and 19 minutes,",#234 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#2 in business sales,#409 in analysis & strategy,#2,674 in textbooks & study guides"
men without women,haruki murakami,4.2,892.0,558.0,"across seven tales, haruki murakami brings his powers of observation to bear on the lives of men who, in their own ways, find themselves alone. here are vanishing cats and smoky bars, lonely hearts and mysterious women, baseball and the beatles, woven together to tell stories that speak to us all.",7 hours and 36 minutes,",#339 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#3 in literature anthologies,#5 in fiction short stories,#18 in literary fiction"
ashwathama,ashutosh garg,3.9,173.0,668.0,"it is an irony of fate that despite being an extremely important and immortal character in the saga of mahabharata, ashwatthama has always been neglected. there are other characters in puranic literature, including ashwatthama, who are considered immortal. but where other characters have received immortality in the form of a boon, ashwatthama received in the form of a curse!",7 hours,",#208 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#3 in fairy tale fantasy,#38 in literature & fiction (audible audiobooks & originals),#77 in myths, legends & sagas"
"dont lose out, work out!",rujuta diwekar,-1.0,,668.0,"with more and more people realizing the need to exercise, gyms are cropping up at every nook and corner, roads are occupied by recreational runners and yoga schools have an enviable waiting list. but along with this has grown the number of injuries and disillusionment at not getting 'results'. this leads to fads. it's the exact same place 'diet' was five years ago when rujuta wrote her first book, don't lose your mind, lose your weight. the basic problem is the complete lack of understanding about exercise, how it works and how to make it work for you.",7 hours and 54 minutes,",#516 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#4 in exercise & fitness (audible audiobooks & originals),#9 in indian literature (audible audiobooks & originals),#140 in anthologies (books)"
"the complete guide to fasting: heal your body through intermittent, alternate-day, and extended fasting",jimmy moore,4.7,5566.0,668.0,thousands of books have been written about the latest and greatest diets that will help people lose weight and improve health. but a key element in any successful nutritional health program is a tried-and-true method that most people haven't thought about - yet it could be revolutionary for taking health to the next level. this ancient secret is fasting.,7 hours and 36 minutes,",#201 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#1 in diets, nutrition & healthy eating,#116 in healthy living & wellness,#472 in history (books)"
animal farm,george orwell,4.6,10729.0,645.0,"sorry, we just need to make sure you're not a robot. for best results, please make sure your browser is accepting cookies.",-1,-1
"the courage to be disliked : how to free yourself, change your life and achieve real happiness",fumitake koga,4.5,1099.0,1063.0,the japanese phenomenon that teaches us the simple yet profound lessons required to liberate our real selves and find lasting happiness.,6 hours and 50 minutes,",#448 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#15 in relationships,#35 in psychology (audible audiobooks & originals),#89 in personal success"
flirting with stocks: stock market investing for beginners,anil lamba,4.3,181.0,501.0,"is it more important to buy a good share, or buy it at the right time? to rephrase, should you buy a good share at any time, or buy any share at a good time?",4 hours and 10 minutes,",#204 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#5 in stocks,#375 in analysis & strategy,#2,391 in textbooks & study guides"
midnights with the mystic: a little guide to freedom and bliss,cheryl simone,4.5,280.0,703.0,"constructed around a series of late night conversations around a camp fire between cheryl simone and sadhguru vasudev on an island in the middle of a western north carolina lake near her mountain home, midnights with the mystic is the most thorough exposition of the teachings of india's most sought after mystic.",6 hours and 54 minutes,",#317 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#1 in mysticism (audible audiobooks & originals),#8 in mysticism (books),#353 in mind, body & spirit"
the thirteen principal upanishads,uncredited,-1.0,,596.0,"upanishads are mankind's oldest works of philosophy, predating the earliest greek philosophy. they are the concluding part of the vedas, the ancient indian sacred literature, and mark the culmination of a tradition of speculative thought first expressed in the rig-veda more than 4,000 years ago.",11 hours and 12 minutes,",#464 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#55 in religion & spirituality (audible audiobooks & originals),#872 in religion & spirituality (books)"
the fault in our stars,john green,4.5,43825.0,670.0,"audie award nominee, best teens category, 2013",7 hours and 14 minutes,",#299 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#1 in contemporary romance for teens,#1 in fiction on illness & health problems for teens,#1 in fiction on death & dying for teens"
the secret of secrets: the secret of the golden flower,osho,4.6,36.0,516.0,"this series of talks is on one of the most esoteric treatises in the world. it will show you the way to become more than the body and the way to bloom - how not to remain a seed but to become a golden flower. what, in india, they call the one thousand-petalled lotus, in china they call the golden flower. it is a symbol that represents perfection, totality. moreover, the flower represents the actualization of the potential - the beauty, the grandeur, the splendor of being.",53 hours and 32 minutes,",#679 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#1 in taoism,#4 in buddhist philosophy & practice,#6 in judaism (books)"
the ultimate kids' stories collection,roger william wade,-1.0,,266.0,delight in a collection of our favourite children's stories voiced by brenda & robin markwell.,7 hours and 34 minutes,",#413 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#3 in fiction classics for children,#731 in children's literature & fiction (books)"
yes minister & yes prime minister - the complete audio collection,antony jay,4.8,24.0,1093.0,"for the first time in one audio collection, all 16 yes minister radio episodes plus six further tv episodes, 14 yes prime minister episodes and two bonus sketches.",18 hours and 28 minutes,",#291 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#4 in humorous fiction,#107 in humour (books),#1,534 in literature & fiction (books)"
india's wars: a military history (1947-1971),arjun subramaniam,4.4,97.0,1003.0,"india's armed forces play a key role in protecting the country and occupy a special place in the indian people's hearts, yet standard accounts of contemporary indian history rarely have a military dimension. in india's wars, serving air vice marshal arjun subramaniam seeks to rectify that oversight by giving india's military exploits their rightful place in history.",19 hours and 32 minutes,",#178 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#1 in military science,#21 in military history (books),#339 in sciences, technology & medicine (books)"
make it stick: the science of successful learning,peter c. brown,4.6,911.0,1172.0,"to most of us, learning something ""the hard way"" implies wasted time and effort. good teaching, we believe, should be creatively tailored to the different learning styles of students and should use strategies that make learning easier.",8 hours and 34 minutes,",#322 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#1 in educational psychology,#4 in developmental psychology (audible audiobooks & originals),#12 in study skills"
women and the weight loss tamasha,rujuta diwekar,4.4,415.0,836.0,"the nutritionist who taught us that simply eating (pun intended) is the key to a fab body is back with a comprehensive book on women, food and everything in between. from puberty to marriage, from pregnancy to menopause, rujuta explains in detail the changes women go through (and, god knows, as indian women, we go through way beyond those just hormonal - husband, in-laws, children, career, etc) and how what we do (or don't) during these phases affects our overall well-being. building on her four principles of eating right from don't lose your mind, lose your weight, she goes on to share her four strategies (nutrition, exercise, sleep and relationships) for each of these phases and especially the lifestyle disorders of pcod, hypothyroid and diabetes. rujuta, in her usual indomitable style, debunks (rubbishes rather) myths related to food, hormones and workouts; forces us to rethink our belief that pregnancy, menopause, hypothyroid, etc, come in the way of losing weight; and reveals just how easy it is to remain healthy, strong and fit through one's life.",11 hours and 38 minutes,",#369 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#2 in weight loss diets,#6 in middle eastern history (books),#7 in indian literature (audible audiobooks & originals)"
moonflower murders,anthony horowitz,4.6,58.0,888.0,"featuring his famous literary detective atticus pund and susan ryeland, hero of the worldwide best seller magpie murders, a brilliantly brain-teasing literary thriller by anthony horowitz. the follow-up to magpie murders.",18 hours and 29 minutes,",#196 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#3 in suspense,#3 in crime thrillers,#168 in crime, thriller & mystery (books)"
you are here,gabrielle bernstein,-1.0,,0.0,"grant yourself a short respite from the day's stress and allow one of oprah’s favorite spiritual guides to gently take you inward. millions rely on her disarmingly candid and life-affirming wisdom, and now meditation guru and motivational speaker gabby bernstein is sharing her talent here.",7 minutes,",#29 free in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#1 in sleep disorders"
the everything store,brad stone,4.5,2121.0,888.0,winner of the 2013 financial times and goldman sachs business book of the year award.,13 hours,",#5 in commerce"
"daughters of the sun: empresses, queens and begums of the mughal empire",ira mukhoty,4.5,96.0,836.0,"in 1526, when the nomadic timurid warrior-scholar babur rode into hindustan, his wives, sisters, daughters, aunts and distant female relatives travelled with him. these women would help establish a dynasty and empire that would rule india for the next 200 years and become a byword for opulence and grandeur.",13 hours and 8 minutes,",#366 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#1 in study of customs & traditions,#1 in gender issues,#1 in biographies of royalty"
salman rushdie: audible sessions: free exclusive interview,salman rushdie,3.5,3.0,0.0,"joining us in the audible studios to talk about his 13th novel, the golden house, is critically acclaimed british-indian novelist and writer sir salman rushdie.",30 minutes,",#17 free in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#2 in biographies of authors"
the vault of vishnu,ashwin sanghi,4.4,698.0,836.0,"a pallava prince travels to cambodia to be crowned king, carrying with him secrets that will be the cause of great wars many centuries later.",10 hours and 2 minutes,",#224 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#3 in dragon & mythical creatures fantasy,#7 in thrillers & suspense,#9 in epic fantasy"
algorithms to live by: the computer science of human decisions,brian christian,4.5,798.0,1005.0,"a fascinating exploration of how computer algorithms can be applied to our everyday lives, helping to solve common decision-making problems and illuminate the workings of the human mind.",11 hours and 50 minutes,",#578 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#4 in computer science (audible audiobooks & originals),#12 in business decision making & problem solving,#25 in science"
turning points: a journey through challenges,a.p.j. abdul kalam,4.6,985.0,668.0,"it was like any other day on the anna university campus in chennai. i had delivered a lecture, 'vision to mission', and the session got extended from one hour to two. i had lunch with a group of research students and went back to class.",5 hours and 36 minutes,",#692 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#4 in biographies of politicians,#832 in biographies & autobiographies (books)"
one hundred years of solitude,gabriel garcía márquez,2.4,7.0,1069.0,includes a bonus pdf with a character chart!,14 hours and 4 minutes,",#118 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#3 in classic literature,#34 in children's reference (books),#152 in classic fiction (books)"
a course in meditation: a 21-day workout for your consciousness,osho,4.9,28.0,754.0,a 21-day course for modern meditators,4 hours and 58 minutes,",#267 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#9 in meditation (audible audiobooks & originals),#63 in meditation (books),#302 in mind, body & spirit"
predictably irrational: the hidden forces that shape our decisions,dan ariely,4.5,2118.0,5709.0,why do smart people make irrational decisions every day? the answers will surprise you.,7 hours and 24 minutes,",#2,089 in textbooks & study guides"
war and peace,leo tolstoy,4.2,101.0,1406.0,"often called the greatest novel ever written, war and peace is at once an epic of the napoleonic wars, a philosophical study, and a celebration of the russian spirit. tolstoy's genius is clearly seen in the multitude of characters in this massive chronicle, all of them fully realized and equally memorable. out of this complex narrative emerges a profound examination of the individual's place in the historical process, one that makes it clear why thomas mann praised tolstoy for his homeric powers and placed war and peace in the same category as the iliad.",61 hours and 6 minutes,",#440 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#3 in fiction sagas,#13 in historical fiction (audible audiobooks & originals),#24 in classic literature"
grit: the power of passion and perseverance,angela duckworth,-1.0,,888.0,"please note: when you purchase this title, the accompanying reference material will be available in your my library section along with the audio.",9 hours and 21 minutes,",#306 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#23 in psychology (audible audiobooks & originals),#40 in personal success in business,#67 in personal success"
crime and punishment,fyodor dostoevsky,4.4,2745.0,1338.0,"by completing your purchase you agree to audible’s  conditions of use, amazon's privacy notice and if applicable audible's recurring payment terms.",20 hours and 28 minutes,",#343 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#1 in russian literature,#3 in literary history & criticism,#16 in classic literature"
a history of india,michael h. fisher,-1.0,,1405.0,"over 5,000 years, india has been home to a rich tapestry of peoples and cultures. two of the world's great religions - hinduism and buddhism - have their origins in south asia, and the lands east of the indus river have long been a central hub for trade, migration, and cultural exchange. today the subcontinent contains 20 percent of the world's population and is a thriving center for global business, making this region one of most significant economic powerhouses in the world.",18 hours and 22 minutes,",#683 in history (books),#3,294 in textbooks & study guides"
timeless tales for kids,e. nesbit,-1.0,,721.0,timeless tales for kids is an enchanting compilation of children's classic stories read by an all-star cast.,10 hours and 16 minutes,",          5 star,        ,          (0%),        ,          ,            0%,          ,"
metamorphosis: a bbc radio 4 reading,franz kafka,4.5,64.0,615.0,"benedict cumberbatch reads franz kafka's famous story of man-turned-insect, metamorphosis.",1 hour and 38 minutes,",#604 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#32 in classic literature,#37 in literary fiction,#656 in classic fiction (books)"
i too had a love story,ravinder singh,4.5,2863.0,703.0,do love stories ever die? how would you react when a beautiful person comes into your life and then goes away from you...forever?,6 hours and 28 minutes,",#337 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#5 in contemporary romance (audible audiobooks & originals),#253 in fantasy (books),#402 in romance (books)"
"emotional intelligence, 10th edition",daniel goleman,-1.0,,836.0,"everyone knows that high iq is no guarantee of success, happiness, or virtue, but until emotional intelligence, we could only guess why. daniel goleman's brilliant report from the frontiers of psychology and neuroscience offers startling new insight into our “two minds” - the rational and the emotional - and how they together shape our destiny.",13 hours and 28 minutes,",#92 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#7 in psychology (audible audiobooks & originals),#1,006 in textbooks & study guides"
the untethered soul: the journey beyond yourself,michael a. singer,4.7,7978.0,820.0,spiritual teacher michael a. singer explores the question of human identity and shows how the development of consciousness can enable us all to dwell in the present moment and achieve happiness and self-realization.,6 hours and 11 minutes,",#261 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#8 in meditation (audible audiobooks & originals),#20 in psychology (audible audiobooks & originals),#60 in meditation (books)"
psycho-cybernetics: updated and expanded,maxwell maltz,4.7,334.0,1131.0,"cybernetics (loosely translated from the greek): ""a helmsman who steers his ship to port"". psycho-cybernetics is a term coined by dr. maxwell maltz that means ""steering your mind to a productive, useful goal so you can reach the greatest port in the world: peace of mind"".",12 hours and 16 minutes,",#644 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#119 in personal success,#244 in family & relationships,#1,611 in personal development & self-help"
the war of art,steven pressfield,4.5,5093.0,233.0,think of the war of art as tough love...for yourself.,2 hours and 29 minutes,",#168 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#2 in creativity,#44 in personal success,#553 in personal development & self-help"
"the daily stoic: 366 meditations on wisdom, perseverance, and the art of living",ryan holiday,4.7,2190.0,388.0,"from the team that brought you the obstacle is the way and ego is the enemy, a beautiful daily devotional of stoic meditations.",10 hours and 6 minutes,",#308 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#2 in philosophy history,#2 in greek & roman philosophy,#17 in business motivation & self-improvement"
death on the nile: poirot,agatha christie,4.6,1086.0,8062.0,"an all-new digital audio edition of death on the nile narrated by kenneth branagh, director and star of 20th century studios’ upcoming death on the nile feature film, in cinemas this october.",8 hours and 12 minutes,",#878 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#5 in traditional detective mysteries,#13 in crime thrillers,#898 in classic fiction (books)"
breaking the habit of being yourself,joe dispenza,4.7,3619.0,836.0,"you are not doomed by your genes and hardwired to be a certain way for the rest of your life. a new science is emerging that empowers all human beings to create the reality they choose. in breaking the habit of being yourself, renowned author, speaker, researcher, and chiropractor dr. joe dispenza combines the fields of quantum physics, neuroscience, brain chemistry, biology, and genetics to show you what is truly possible.",10 hours and 49 minutes,",#297 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#3 in new thought spirituality,#37 in spirituality (books),#65 in personal success"
"the 1-page marketing plan: get new customers, make more money, and stand out from the crowd",allan dib,4.7,1703.0,668.0,warning: do not listen to this book if you hate money.,6 hours and 32 minutes,",#411 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#5 in business development (audible audiobooks & originals),#6 in international business (audible audiobooks & originals),#11 in marketing (audible audiobooks & originals)"
"the body keeps the score: mind, brain and body in the transformation of trauma",bessel van der kolk,4.8,8191.0,1093.0,brought to you by penguin.,16 hours and 16 minutes,",#776 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#1 in ptsd,#24 in meditation (audible audiobooks & originals),#68 in psychology (audible audiobooks & originals)"
the easy way to stop smoking,allen carr,4.6,2360.0,569.0,"although so many guides to quitting smoking can feel patronizing or seem to ask too much, allen carr's unique approach has proved successful countless times. it is clear, easy to follow and genuinely motivational.",5 hours and 59 minutes,",#545 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#1 in smoking & tobacco,#324 in healthy living & wellness,#1,416 in personal development & self-help"
bad blood,john carreyrou,4.7,4648.0,323.0,a new york times best seller.,11 hours and 36 minutes,",#340 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#1 in white collar & corporate true crime,#79 in true accounts (books),#79 in business & careers"
die empty: unleash your best work every day,todd henry,4.3,290.0,656.0,"most of us live with the stubborn idea that we'll always have tomorrow to do our most important and valuable work. we fill our days with frantic activity, bouncing from task to task, scrambling to make deadlines and chase the next promotion. but by the end of each day we're often left asking ourselves ""did the work i do today really matter?"" we feel the ticking of the clock, but we're stuck in first gear, unsure of the path forward and without a road map to guide us.",5 hours and 30 minutes,",#185 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#6 in time management & productivity,#7 in business careers,#13 in business motivation & self-improvement"
your wish is my command: love in times of tinder,shanaya taneja,4.0,2.0,0.0,"go on an exciting hiking journey in the hills with a very passionate couple who lose themselves, not on the way to the hills, but on the way to fulfil their hidden deep desires. their intense love erases all boundaries of exploration, even if it’s in an isolated cave on a hill.",24 minutes,",#15 free in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#3 in contemporary romance (audible audiobooks & originals)"
the silk roads: a new history of the world,peter frankopan,4.6,1775.0,1338.0,"the sun is setting on the western world. slowly but surely, the direction in which the world spins has reversed: where for the last five centuries the globe turned westward on its axis, it now turns to the east.... for centuries fame and fortune were to be found in the west - in the new world of the americas. today it is the east that calls out to those in search of adventure and riches. the region stretching from eastern europe and sweeping right across central asia, deep into china and india, is taking center stage in international politics, commerce, and culture - and is shaping the modern world. this region, the true center of the earth, is obscure to many in the english-speaking world. yet this is where civilization itself began, where the world's great religions were born and took root. the silk roads were no exotic series of connections but networks that linked continents and oceans together. along them flowed ideas, goods, disease, and death. this was where empires were won - and where they were lost. as a new era emerges, the patterns of exchange are mirroring those that have criss-crossed asia for millennia. the silk roads are rising again. a major reassessment of world history, the silk roads is an important account of the forces that have shaped the global economy and the political renaissance in the reemerging east.",24 hours and 14 minutes,",#665 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#6 in history of civilization,#28 in history of civilization & culture,#7,083 in textbooks & study guides"
naked statistics: stripping the dread from the data,charles wheelan,4.5,851.0,836.0,"audie award finalist, business/educational, 2014",10 hours and 48 minutes,",#662 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#4 in mathematics (audible audiobooks & originals),#15 in econometrics & statistics,#25 in social sciences (audible audiobooks & originals)"
unlearn: 101 simple truths for a better life,humble the poet,4.7,676.0,5373.0,"influencer, rapper and spoken word artist humble the poet is here to revolutionise your life and help you reach your full potential.",3 hours and 55 minutes,",#364 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#4 in mental health (audible audiobooks & originals),#12 in meditation (audible audiobooks & originals),#28 in psychology (audible audiobooks & originals)"
circe,madeline miller,4.5,6468.0,721.0,shortlisted for the women's prize for fiction 2019,12 hours and 8 minutes,",#517 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#11 in epic fantasy,#16 in historical fiction (audible audiobooks & originals),#28 in literary fiction"
super attractor: methods for manifesting a life beyond your wildest dreams,gabrielle bernstein,4.7,1648.0,1003.0,ready to turn what you want into the life that you live? the number-one new york times best-selling author of the universe has your back shows you how.,6 hours and 25 minutes,",#252 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#2 in new thought spirituality,#52 in personal success,#289 in mind, body & spirit"
the five love languages: the secret to love that lasts,gary chapman,4.8,16284.0,656.0,"dr. gary chapman identifies five basic languages of love and then guides couples towards a better understanding of their unique languages of love. learn to speak and understand your mate's love language, and in no time you will be able to effectively love and truly feel loved in return. skillful communication is within your grasp!",4 hours and 46 minutes,",#527 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#1 in christian marriage & relationships,#1 in marriage,#4 in love & romance"
the e-myth revisited: why most small businesses don't work and what to do about it,michael e. gerber,4.6,2996.0,11862.0,"by completing your purchase you agree to audible’s  conditions of use, amazon's privacy notice and if applicable audible's recurring payment terms.",8 hours and 5 minutes,",#416 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#7 in small businesses,#7 in self-esteem,#15 in entrepreneurship (audible audiobooks & originals)"
10 minutes 38 seconds in this strange world,elif shafak,4.5,507.0,752.0,shortlisted for the booker prize 2019,9 hours and 11 minutes,",#221 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#1 in friendship fiction,#3 in women's fiction,#3 in political fiction"
"inspired: how to create tech products customers love, second edition",marty cagan,4.6,569.0,668.0,"how do today's most successful tech companies - amazon, google, facebook, netflix, tesla - design, develop, and deploy the products that have earned the love of literally billions of people around the world? perhaps surprisingly, they do it very differently from the vast majority of tech companies. in inspired, technology product management thought leader marty cagan provides listeners with a master class in how to structure and staff a vibrant and successful product organization and how to discover and deliver technology products that your customers will love - and that will work for your business.",7 hours and 45 minutes,",#212 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#1 in customer service,#2 in industrial engineering (audible audiobooks & originals),#4 in new business enterprises"
fooled by randomness: the hidden role of chance in life and in the markets,nassim nicholas taleb,4.3,889.0,694.0,"set against the backdrop of the most conspicuous forum in which luck is mistaken for skill, the world of trading, this audiobook is a captivating insight into one of the least understood factors of all our lives. in an entertaining narrative style, the author succeeds in tackling three major intellectual issues: the problem of induction, the survivorship biases, and our genetic unfitness to the modern word. taleb uses stories and anecdotes to illustrate our overestimation of causality and the heuristics that make us view the world as far more explainable than it actually is.",10 hours and 3 minutes,",#888 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#6 in mathematics (audible audiobooks & originals),#19 in econometrics & statistics,#41 in personal finance"
the wellness sense: a practical guide to your physical and emotional health based on ayurvedic and yogic wisdom,om swami,4.7,105.0,668.0,"why do certain foods harm some people and help others? how come the same weight loss program shows different results on different individuals? and why do some people fall sick more often than others? answers to these questions and many more lie in ayurveda, where your body is not just looked upon as a holder of flesh and bones but as the finest vehicle of experiencing all pleasures and sorrows. in ayurveda, as in yoga and tantra, the health of an individual is not just the state of his physical body but an aggregate of the body, senses, mind and soul. your body is a sacred space; it is the seat of your consciousness.",6 hours and 10 minutes,",#981 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#36 in alternative & complementary medicine,#50 in spirituality (audible audiobooks & originals),#137 in spirituality (books)"
"the $100 startup: reinvent the way you make a living, do what you love, and create a new future",chris guillebeau,4.1,2105.0,879.0,"in the $100 startup, chris guillebeau tells you how to lead of life of adventure, meaning and purpose - and earn a good living.",8 hours and 14 minutes,",#166 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#2 in small businesses,#3 in new business enterprises,#4 in business careers"
tribe of mentors: short life advice from the best in the world,tim ferriss,4.5,1299.0,1338.0,"sorry, we just need to make sure you're not a robot. for best results, please make sure your browser is accepting cookies.",-1,-1
indian summer: the secret history of the end of an empire,alex von tunzelmann,4.4,376.0,1545.0,"at midnight on 15 august, 1947, india left the british empire. this defining moment of world history had been brought about by a handful of people: jawaharlal nehru, the fiery indian prime minister; mohammed ali jinnah, leader of the new nation; and louis and edwina mountbatten, despatched to get britain out of india.",14 hours and 36 minutes,",#539 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#2 in english history,#8 in indian history (audible audiobooks & originals),#12 in world history (audible audiobooks & originals)"
captain cool: the ms dhoni story,gulu ezekiel,4.0,60.0,668.0,"it took just four years for mahendra singh dhoni to transform from a boy from an obscure small town into an icon of indian sports. the events that made up that tale turned into one of the greatest feel-good stories of recent times, and i felt it needed to be told.",7 hours and 8 minutes,",#548 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#1 in neuro-linguistic programming,#1 in sports biographies,#4 in biographies of celebrities & entertainment professionals"
quiet: the power of introverts in a world that can't stop talking,susan cain,4.5,8313.0,888.0,brought to you by penguin.,10 hours and 39 minutes,",#233 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#7 in relationships,#18 in psychology (audible audiobooks & originals),#2,672 in textbooks & study guides"
learn french with innovative language's proven language system - level 1: introduction to french: introduction french #2,innovative language learning,3.0,2.0,0.0,"congratulations! you have just discovered the fastest and most fun way to learn a language! are you ready to discover the secret to language learning success? simply use our program and you will find it. hundreds of thousands of language learners just like you have already discovered the power of our system. this program offers you a brand new way to learn a language. you'll be speaking from your very first lesson with our fun, easy to use, and innovative method.",15 minutes,",#31 free in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#1 in french language learning"
the millionaire fastlane: crack the code to wealth and live rich for a lifetime,mj demarco,4.6,2388.0,836.0,"has the ""settle-for-less"" financial plan become your plan for wealth? that plan sounds a little something like this:",12 hours and 46 minutes,",#186 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#3 in small businesses,#11 in entrepreneurship (audible audiobooks & originals),#12 in personal finance"
"free interview: susie bright speaks with paul bloom, author of how pleasure works",paul bloom,-1.0,,0.0,"in this excerpt from in bed with susie bright, susie interviews yale psychologist paul bloom about his fascinating best-selling book how pleasure works: the new science of why we like what we like. paul and susie talk about the pleasures of sex and how we perceive them.",32 minutes,",          5 star,        ,          (0%),        ,          ,            0%,          ,"
seriously...i'm kidding,ellen degeneres,4.1,1674.0,500.0,"sorry, we just need to make sure you're not a robot. for best results, please make sure your browser is accepting cookies.",-1,-1
no filter: the inside story of instagram,sarah frier,4.4,93.0,888.0,brought to you by penguin.,11 hours and 20 minutes,",#289 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#2 in social media,#2 in globalisation money & finance,#3 in forecasting & strategic planning"
"lean in: women, work, and the will to lead",sheryl sandberg,4.5,5254.0,879.0,"sheryl sandberg - facebook coo, ranked eighth on fortune's list of the 50 most powerful women in business - has become one of america's most galvanizing leaders, and an icon for millions of women juggling work and family. in lean in, she urges women to take risks and seek new challenges, to find work that they love, and to remain passionately engaged with it at the highest levels throughout their lives.",6 hours and 27 minutes,",#651 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#1 in women in business,#7 in women biographies,#16 in biographies of business leaders"
"7 mindsets for success, happiness and fulfilment",swami mukundananda,4.7,519.0,668.0,"thoughts and feelings that persist over time harden into an attitude. if you live with an attitude long enough, it becomes second nature - a mindset. the wrong mindset could lead you off the path of contentment, joy, enlightenment. the right one will point you to the road to success, to fulfilment and towards an extraordinary life.",6 hours and 19 minutes,",#432 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#3 in spiritualism,#4 in new thought spirituality,#87 in personal success"
autobiography of a yogi,paramhansa yogananda,-1.0,,702.0,"this audio edition, featuring academy award winner ben kingsley's masterful narration, contains the complete text of paramahansa yogananda's life story, an absorbing account of a singular search for truth. yogananda describes his experiences with modern-day saints and illuminated masters of india, and presents a definitive introduction to the whole science and philosophy of yoga.",-1,-1
peppa pig: once upon a time,ladybird,4.8,30.0,342.0,"a collection of ten newly recorded audio stories based on peppa pig, the hit tv show!",59 minutes,",#438 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#2 in animal fiction for children,#2 in animals for children,#768 in children's literature & fiction (books)"
the great mental models: general thinking concepts,shane parrish,4.4,214.0,836.0,"the old saying goes, ""to the man with a hammer, everything looks like a nail"". but anyone who has done any kind of project knows a hammer often isn't enough.",3 hours and 23 minutes,",#335 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#7 in business decision making & problem solving,#11 in economics (audible audiobooks & originals),#14 in leadership"
